94.79,0.1,1,0.1,1
95.11,0.1,1,0.1,2
94.95,0.1,1,0.1,3
95.43,0.1,1,0.1,4
95.27,0.1,1,0.1,5
95.43,0.1,1,0.1,6
95.11,0.1,1,0.1,7
95.43,0.1,1,0.1,8
95.11,0.1,1,0.1,9
95.58,0.1,1,0.1,10
95.58,0.1,1,0.1,11
95.58,0.1,1,0.1,12
95.27,0.1,1,0.1,13
95.27,0.1,1,0.1,14
95.58,0.1,1,0.1,15
95.43,0.1,1,0.1,16
95.74,0.1,1,0.1,17
95.43,0.1,1,0.1,18
95.74,0.1,1,0.1,19
95.58,0.1,1,0.1,20
95.27,0.1,1,0.1,21
95.58,0.1,1,0.1,22
95.43,0.1,1,0.1,23
95.58,0.1,1,0.1,24
95.27,0.1,1,0.1,25
95.74,0.1,1,0.1,26
95.11,0.1,1,0.1,27
95.27,0.1,1,0.1,28
95.11,0.1,1,0.1,29
94.64,0.1,1,0.1,30
95.27,0.1,1,0.1,31
95.43,0.1,1,0.1,32
95.9,0.1,1,0.1,33
95.43,0.1,1,0.1,34
94.95,0.1,1,0.1,35
95.43,0.1,1,0.1,36
95.9,0.1,1,0.1,37
95.11,0.1,1,0.1,38
95.43,0.1,1,0.1,39
95.9,0.1,1,0.1,40
95.58,0.1,1,0.1,41
95.74,0.1,1,0.1,42
95.74,0.1,1,0.1,43
95.58,0.1,1,0.1,44
94.95,0.1,1,0.1,45
96.06,0.1,1,0.1,46
95.74,0.1,1,0.1,47
95.58,0.1,1,0.1,48
95.27,0.1,1,0.1,49
95.74,0.1,1,0.2,1
96.06,0.1,1,0.2,2
96.85,0.1,1,0.2,3
95.74,0.1,1,0.2,4
96.06,0.1,1,0.2,5
96.06,0.1,1,0.2,6
96.37,0.1,1,0.2,7
96.21,0.1,1,0.2,8
95.58,0.1,1,0.2,9
95.74,0.1,1,0.2,10
96.37,0.1,1,0.2,11
95.74,0.1,1,0.2,12
95.9,0.1,1,0.2,13
96.69,0.1,1,0.2,14
95.9,0.1,1,0.2,15
96.21,0.1,1,0.2,16
96.37,0.1,1,0.2,17
95.74,0.1,1,0.2,18
95.58,0.1,1,0.2,19
96.21,0.1,1,0.2,20
95.9,0.1,1,0.2,21
96.53,0.1,1,0.2,22
95.43,0.1,1,0.2,23
95.58,0.1,1,0.2,24
96.06,0.1,1,0.2,25
96.21,0.1,1,0.2,26
96.37,0.1,1,0.2,27
95.9,0.1,1,0.2,28
96.37,0.1,1,0.2,29
95.74,0.1,1,0.2,30
95.74,0.1,1,0.2,31
96.06,0.1,1,0.2,32
96.37,0.1,1,0.2,33
96.06,0.1,1,0.2,34
96.06,0.1,1,0.2,35
96.37,0.1,1,0.2,36
96.69,0.1,1,0.2,37
96.06,0.1,1,0.2,38
96.37,0.1,1,0.2,39
96.53,0.1,1,0.2,40
95.74,0.1,1,0.2,41
96.06,0.1,1,0.2,42
96.06,0.1,1,0.2,43
96.06,0.1,1,0.2,44
96.06,0.1,1,0.2,45
96.21,0.1,1,0.2,46
95.74,0.1,1,0.2,47
96.06,0.1,1,0.2,48
96.06,0.1,1,0.2,49
95.58,0.1,1,0.3,1
95.9,0.1,1,0.3,2
96.06,0.1,1,0.3,3
96.06,0.1,1,0.3,4
96.53,0.1,1,0.3,5
96.06,0.1,1,0.3,6
95.9,0.1,1,0.3,7
95.9,0.1,1,0.3,8
95.9,0.1,1,0.3,9
96.06,0.1,1,0.3,10
95.9,0.1,1,0.3,11
96.21,0.1,1,0.3,12
96.37,0.1,1,0.3,13
96.21,0.1,1,0.3,14
96.21,0.1,1,0.3,15
96.21,0.1,1,0.3,16
96.37,0.1,1,0.3,17
96.37,0.1,1,0.3,18
96.37,0.1,1,0.3,19
96.06,0.1,1,0.3,20
96.06,0.1,1,0.3,21
96.69,0.1,1,0.3,22
95.58,0.1,1,0.3,23
96.21,0.1,1,0.3,24
96.21,0.1,1,0.3,25
95.74,0.1,1,0.3,26
95.74,0.1,1,0.3,27
96.06,0.1,1,0.3,28
96.06,0.1,1,0.3,29
96.21,0.1,1,0.3,30
96.21,0.1,1,0.3,31
96.21,0.1,1,0.3,32
96.37,0.1,1,0.3,33
96.06,0.1,1,0.3,34
96.53,0.1,1,0.3,35
96.06,0.1,1,0.3,36
96.85,0.1,1,0.3,37
96.37,0.1,1,0.3,38
96.21,0.1,1,0.3,39
95.9,0.1,1,0.3,40
95.74,0.1,1,0.3,41
96.53,0.1,1,0.3,42
96.37,0.1,1,0.3,43
95.74,0.1,1,0.3,44
96.37,0.1,1,0.3,45
96.21,0.1,1,0.3,46
95.9,0.1,1,0.3,47
96.06,0.1,1,0.3,48
96.21,0.1,1,0.3,49
96.53,0.1,1,0.4,1
96.21,0.1,1,0.4,2
96.53,0.1,1,0.4,3
96.53,0.1,1,0.4,4
96.21,0.1,1,0.4,5
96.06,0.1,1,0.4,6
96.21,0.1,1,0.4,7
95.9,0.1,1,0.4,8
96.37,0.1,1,0.4,9
96.06,0.1,1,0.4,10
96.53,0.1,1,0.4,11
95.9,0.1,1,0.4,12
96.06,0.1,1,0.4,13
96.21,0.1,1,0.4,14
96.69,0.1,1,0.4,15
96.37,0.1,1,0.4,16
96.21,0.1,1,0.4,17
95.9,0.1,1,0.4,18
95.9,0.1,1,0.4,19
96.53,0.1,1,0.4,20
96.21,0.1,1,0.4,21
95.74,0.1,1,0.4,22
96.21,0.1,1,0.4,23
96.06,0.1,1,0.4,24
96.37,0.1,1,0.4,25
95.9,0.1,1,0.4,26
96.21,0.1,1,0.4,27
96.37,0.1,1,0.4,28
95.74,0.1,1,0.4,29
96.06,0.1,1,0.4,30
96.21,0.1,1,0.4,31
96.37,0.1,1,0.4,32
96.21,0.1,1,0.4,33
95.9,0.1,1,0.4,34
95.9,0.1,1,0.4,35
96.37,0.1,1,0.4,36
96.37,0.1,1,0.4,37
96.21,0.1,1,0.4,38
96.06,0.1,1,0.4,39
96.37,0.1,1,0.4,40
96.37,0.1,1,0.4,41
95.74,0.1,1,0.4,42
96.21,0.1,1,0.4,43
96.53,0.1,1,0.4,44
96.21,0.1,1,0.4,45
96.21,0.1,1,0.4,46
95.9,0.1,1,0.4,47
